Restaurant_ID,Average_menu_price,Most_common_cuisine,Average_delivery_time,Popularity_score,Estimated_value_score
RES003625,88.06,Mediterranean,,14.0,8.2
RES003626,22.25,Chinese,,63.6,2.8
RES003627,69.67,French,15,10.9,2.4
RES003628,15.72,Burger,84,52.3,3.2
RES003629,51.78,Thai,78,8.8,8.7
RES003630,19.41,Chinese,56,97.1,7.3
RES003631,71.93,Burger,56,30.1,10.0
RES003632,20.35,Mediterranean,40,51.2,6.8
RES003633,63.78,French,28,8.8,0.1
RES003634,115.47,Chinese,,85.2,1.3
RES003635,61.48,Indian,28,56.5,9.1
RES003636,60.95,Mexican,16,68.7,5.5
RES003637,57.87,Pizza,49,69.1,0.7
RES003638,58.48,Thai,57,98.0,5.7
RES003639,57.67,Chinese,39,82.2,9.8
RES003640,21.66,Japanese,,38.2,2.3
RES003641,40.38,Brazilian,32,62.2,5.9
RES003642,27.98,Thai,,78.8,9.5
RES003643,89.98,French,91,3.1,6.6
RES003644,61.92,Mediterranean,28,3.4,6.4
RES003645,20.2,Brazilian,83,5.7,2.4
RES003646,23.99,Thai,48,65.7,6.0
RES003647,21.72,Indian,92,19.2,4.4
RES003648,67.43,French,,55.5,5.4
RES003649,50.13,Indian,46,3.7,3.5
RES003650,76.14,Japanese,,10.6,2.6
RES003651,92.56,American,,17.7,4.3
RES003652,93.43,Japanese,,24.0,1.7
RES003653,66.4,Mexican,42,5.8,8.7
RES003654,67.7,Mediterranean,58,1.5,0.7
RES003655,53.09,French,,81.7,10.0
RES003656,52.62,Japanese,,36.0,9.9
RES003657,80.72,Indian,,38.7,8.0
RES003658,22.83,French,20,66.1,0.2
RES003659,18.42,American,54,64.2,7.3
RES003660,60.79,Mexican,,3.2,2.0
RES003661,55.15,French,71,83.7,7.3
RES003662,23.11,American,32,8.8,2.9
RES003663,45.16,Burger,18,53.9,5.0
RES003664,77.81,American,76,7.3,3.0
RES003665,73.71,Brazilian,,85.4,8.6
RES003666,64.53,Mexican,,33.7,2.6
RES003667,41.27,Brazilian,84,3.2,3.8
RES003668,39.18,Brazilian,,32.5,6.7
RES003669,48.71,Italian,55,62.9,8.3
RES003670,24.5,Pizza,,37.6,7.5
RES003671,22.65,Pizza,40,88.5,6.5
RES003672,91.91,Mediterranean,,43.1,0.5
RES003673,19.46,Italian,77,12.0,1.8
RES003674,47.33,Brazilian,75,96.1,4.1
RES003675,23.05,Thai,18,58.0,0.6
RES003676,107.48,Pizza,90,68.2,4.7
RES003677,47.84,Mediterranean,,72.5,8.3
RES003678,19.71,Mediterranean,55,40.8,4.8
RES003679,66.53,Pizza,56,48.3,10.0
RES003680,23.33,Thai,54,0.9,2.2
RES003681,76.31,Burger,,49.7,5.9
RES003682,26.37,Brazilian,91,28.9,3.6
RES003683,54.96,French,56,49.9,0.9
RES003684,48.15,Pizza,,66.6,5.0
RES003685,23.37,Burger,60,12.0,8.1
RES003686,65.46,Indian,24,98.8,0.2
RES003687,75.08,Chinese,72,1.8,4.0
RES003688,49.92,Italian,,23.4,5.6
RES003689,72.21,Pizza,51,39.4,5.6
RES003690,43.57,Mexican,,87.2,8.6
RES003691,26.82,Japanese,,83.9,5.0
RES003692,52.19,Mediterranean,,96.6,2.5
RES003693,41.33,American,,23.8,9.5
RES003694,103.31,Indian,61,23.5,7.1
RES003695,21.55,French,,97.6,8.8
RES003696,49.73,Brazilian,90,79.2,4.9
RES003697,21.31,Indian,,49.9,2.1
RES003698,71.09,Mediterranean,,20.6,2.8
RES003699,94.61,Mediterranean,,37.9,5.5
RES003700,93.16,French,18,66.8,2.6
RES003701,88.5,French,,81.8,1.7
RES003702,39.55,Chinese,,95.6,3.4
RES003703,24.07,Italian,,2.8,3.8
RES003704,63.8,Indian,32,32.4,3.4
RES003705,95.12,Indian,,79.5,8.1
RES003706,22.12,French,20,90.2,7.5
RES003707,71.34,Indian,35,5.1,0.8
RES003708,23.24,Brazilian,22,3.0,5.1
RES003709,69.14,French,47,73.8,7.1
RES003710,54.89,Indian,86,39.0,7.4
RES003711,52.05,Mexican,90,76.5,9.3
RES003712,49.11,Indian,90,25.5,5.1
RES003713,44.17,Brazilian,,84.7,0.4
RES003714,56.91,Japanese,51,66.9,6.5
RES003715,49.6,American,,75.8,0.4
RES003716,91.63,Mexican,,83.2,9.5
RES003717,62.58,Mediterranean,,75.5,1.8
RES003718,92.58,Indian,33,72.2,1.8
RES003719,102.83,Pizza,,48.3,5.0
RES003720,66.0,Thai,91,83.4,9.9
RES003721,89.72,Mediterranean,,69.4,6.4
RES003722,21.74,Chinese,,4.6,9.0
RES003723,110.35,American,37,59.9,6.9
RES003724,67.18,Pizza,90,69.6,1.1
RES003725,100.25,Italian,21,3.8,10.0
RES003726,84.74,Japanese,47,25.1,4.7
RES003727,62.54,Italian,,59.3,0.3
RES003728,53.01,Indian,46,21.9,9.4
RES003729,21.7,Japanese,47,68.5,6.9
RES003730,95.27,Mexican,47,36.0,0.4
RES003731,21.5,American,,45.0,2.6
RES003732,72.86,Chinese,58,96.6,0.0
RES003733,67.39,Japanese,26,42.5,5.7
RES003734,28.15,Japanese,,79.0,2.8
RES003735,76.17,French,33,23.3,6.4
RES003736,23.95,Japanese,28,76.0,6.6
RES003737,77.06,Mediterranean,34,78.9,3.6
RES003738,24.67,Burger,39,50.1,8.0
RES003739,124.24,Brazilian,,9.7,5.6
RES003740,78.76,American,94,89.6,7.9
RES003741,72.27,Chinese,23,25.1,4.6
RES003742,65.97,Italian,42,3.8,5.9
RES003743,35.28,Thai,,25.6,2.9
RES003744,20.84,Burger,,38.9,3.9
RES003745,66.33,Japanese,,3.1,5.7
RES003746,108.21,Brazilian,,1.1,4.9
RES003747,67.75,Brazilian,,96.2,7.0
RES003748,18.36,Mexican,,22.3,2.0
RES003749,21.23,Chinese,,6.3,5.1
RES003750,21.2,Pizza,34,30.3,5.8
RES003751,88.59,Chinese,28,44.8,5.0
RES003752,59.53,French,81,44.4,9.6
RES003753,35.44,Chinese,20,38.9,2.5
RES003754,23.74,Burger,36,94.7,5.7
RES003755,59.96,Burger,50,38.7,1.2
RES003756,27.64,Burger,80,29.4,0.4
RES003757,25.44,Mexican,,70.8,3.0
RES003758,63.94,Mediterranean,66,46.2,4.8
RES003759,49.88,Pizza,96,78.6,4.0
RES003760,66.83,Brazilian,22,58.3,3.3
RES003761,74.91,Brazilian,72,80.6,9.0
RES003762,19.92,Japanese,52,1.2,5.4
RES003763,62.71,Pizza,,12.4,3.1
RES003764,64.2,French,70,90.8,2.3
RES003765,84.1,Indian,,82.5,7.9
RES003766,24.2,Indian,21,23.9,9.6
RES003767,42.82,Italian,36,61.3,1.8
RES003768,114.94,Chinese,,71.3,5.8
RES003769,42.12,Chinese,88,70.6,2.1
RES003770,93.1,Mexican,90,71.9,6.4
RES003771,19.47,Mediterranean,29,52.3,5.2
RES003772,46.6,Mediterranean,61,32.5,6.9
RES003773,95.37,Mediterranean,20,15.4,3.9
RES003774,40.68,Indian,19,89.4,1.8
RES003775,62.48,Mexican,,76.5,8.1
RES003776,20.92,Mediterranean,40,6.5,9.2
RES003777,86.98,Chinese,93,8.8,2.4
RES003778,45.26,Indian,25,98.6,8.4
RES003779,83.4,Brazilian,48,56.3,9.0
RES003780,99.69,French,18,43.1,7.5
RES003781,82.24,Thai,53,23.7,6.4
RES003782,42.96,Mexican,,78.2,2.4
RES003783,92.63,Indian,,97.7,8.5
RES003784,25.86,Burger,62,39.9,0.9
RES003785,17.96,French,65,6.1,2.3
RES003786,17.95,Brazilian,31,73.7,9.3
RES003787,46.45,Thai,77,28.6,8.5
RES003788,35.79,Burger,46,39.7,1.6
RES003789,106.79,Brazilian,41,10.8,9.0
RES003790,91.56,Burger,,88.3,7.7
RES003791,55.49,Chinese,69,54.2,5.9
RES003792,56.75,Chinese,45,33.5,8.1
RES003793,24.56,Indian,22,52.7,3.0
RES003794,27.12,Mexican,47,5.9,8.8
RES003795,50.55,Mediterranean,90,45.5,6.7
RES003796,48.32,Japanese,84,1.6,8.8
RES003797,53.99,Mexican,,17.6,6.4
RES003798,95.52,Chinese,,26.1,4.3
RES003799,51.92,Japanese,,25.2,1.9
RES003800,21.97,American,65,94.8,5.3
RES003801,99.95,Italian,45,83.1,2.8
RES003802,74.11,American,25,59.9,3.2
RES003803,68.36,Chinese,26,45.8,3.1
RES003804,47.37,Japanese,,19.5,3.3
RES003805,47.81,Indian,61,64.3,8.5
RES003806,22.3,Pizza,30,12.8,4.3
RES003807,70.66,Italian,,23.9,5.2
RES003808,88.73,Mexican,,76.2,6.1
RES003809,21.23,French,,61.2,5.7
RES003810,34.8,Burger,,21.8,7.2
RES003811,63.48,Brazilian,48,58.2,0.4
RES003812,103.75,Mexican,,74.1,5.3
RES003813,67.52,American,86,84.9,4.4
RES003814,87.88,American,,3.3,8.0
RES003815,105.28,Mediterranean,23,14.9,1.7
RES003816,53.0,Mexican,88,36.8,5.6
RES003817,70.46,Mediterranean,91,3.6,9.6
RES003818,51.85,Pizza,,65.8,9.9
RES003819,47.07,Brazilian,,40.2,8.2
RES003820,63.09,American,69,24.5,6.3
RES003821,50.15,Mediterranean,32,9.7,10.0
RES003822,41.92,Indian,31,33.4,9.4
RES003823,47.69,Mexican,100,93.9,6.9
RES003824,45.14,American,40,88.7,6.6
RES003825,48.93,Mediterranean,37,13.3,4.8
RES003826,48.82,Thai,,20.3,0.1
RES003827,90.64,Chinese,47,4.9,7.0
RES003828,64.06,Burger,74,93.3,7.4
RES003829,22.32,Japanese,,16.6,4.4
RES003830,92.95,Pizza,,65.5,1.4
RES003831,22.23,French,86,42.8,3.8
RES003832,43.37,Brazilian,,40.8,3.7
RES003833,112.22,Indian,,6.6,4.5
RES003834,18.51,Italian,,96.8,7.5
RES003835,25.82,Mexican,,89.5,7.3
RES003836,62.75,Chinese,54,45.2,0.5
RES003837,23.9,Burger,,16.2,4.7
RES003838,45.27,Italian,53,30.9,2.8
RES003839,81.09,Brazilian,,38.0,1.6
RES003840,22.77,Thai,84,22.0,8.2
RES003841,27.66,Pizza,,72.0,3.8
RES003842,44.3,Pizza,,73.1,5.9
RES003843,68.96,American,35,7.1,4.2
RES003844,20.91,American,,4.4,9.6
RES003845,39.82,American,,60.3,6.5
RES003846,45.69,Burger,45,81.0,1.3
RES003847,89.02,Brazilian,,70.6,3.8
RES003848,50.13,Mexican,,24.3,9.8
RES003849,43.41,Italian,,91.8,0.1
RES003850,26.06,Thai,52,79.3,9.8
RES003851,47.74,Italian,,28.3,5.0
RES003852,23.89,American,49,21.7,2.6
RES003853,19.5,Indian,,72.4,9.0
RES003854,51.66,French,41,97.8,8.9
RES003855,75.42,Mediterranean,,36.4,1.8
RES003856,53.38,French,,60.8,1.5
RES003857,58.54,Mexican,56,9.0,6.7
RES003858,22.53,Chinese,40,31.6,7.6
RES003859,20.83,Mexican,33,17.7,3.0
RES003860,60.51,Thai,29,77.5,4.4
RES003861,80.6,American,,25.7,6.4
RES003862,45.55,Chinese,,11.1,9.2
RES003863,17.87,French,,74.7,3.0
RES003864,20.65,Mediterranean,33,8.6,4.6
RES003865,50.78,French,,18.0,8.2
RES003866,22.07,Indian,,71.5,2.0
RES003867,78.56,Italian,,20.6,3.2
RES003868,96.45,Japanese,63,14.3,2.1
RES003869,45.96,Brazilian,,45.3,9.3
RES003870,24.02,Pizza,61,23.4,7.7
RES003871,53.27,Mexican,,47.9,2.0
RES003872,75.89,Indian,54,5.0,5.8
RES003873,50.72,American,28,11.6,7.3
RES003874,81.41,Brazilian,41,98.4,9.8
RES003875,75.06,Brazilian,81,85.2,6.5
RES003876,78.01,Mediterranean,,75.6,4.5
RES003877,47.85,Mexican,59,43.6,8.0
RES003878,55.49,American,,95.8,1.3
RES003879,62.0,Chinese,,79.2,4.3
RES003880,25.71,Mexican,,67.3,5.4
RES003881,73.08,Burger,,90.2,9.3
RES003882,41.84,Mediterranean,27,41.2,4.7
RES003883,67.59,Burger,87,96.0,8.6
RES003884,93.95,Mexican,38,44.9,0.4
RES003885,89.6,Chinese,71,74.1,5.5
RES003886,48.57,Italian,,20.3,2.0
RES003887,85.96,Mexican,44,67.3,0.5
RES003888,101.4,Mediterranean,46,83.2,5.8
RES003889,31.8,Indian,,73.2,1.7
RES003890,38.16,Thai,74,65.8,0.1
RES003891,45.84,Japanese,61,35.8,7.0
RES003892,39.35,Indian,,53.8,6.7
RES003893,93.77,American,27,18.3,2.1
RES003894,43.99,Chinese,,13.7,7.7
RES003895,22.61,Pizza,,84.6,6.8
RES003896,45.33,Pizza,,78.8,6.5
RES003897,91.5,Brazilian,37,39.4,7.1
RES003898,73.23,Mexican,55,55.4,4.5
RES003899,55.29,Mediterranean,82,87.9,3.0
RES003900,21.23,Burger,,46.1,7.8
RES003901,24.1,Chinese,39,46.7,4.0
RES003902,21.08,Mediterranean,,46.6,5.7
RES003903,21.36,Italian,23,6.8,6.7
RES003904,45.57,American,44,63.2,3.6
RES003905,64.67,Thai,55,93.6,4.1
RES003906,24.41,Italian,39,1.5,4.4
RES003907,68.5,French,76,54.2,8.2
RES003908,44.16,Italian,22,65.9,9.4
RES003909,24.19,American,,1.7,0.3
RES003910,47.63,Mexican,87,40.2,3.0
RES003911,30.53,Japanese,87,22.6,3.3
RES003912,22.62,Thai,90,9.3,8.0
RES003913,44.52,Burger,57,9.5,9.7
RES003914,54.87,American,30,89.6,4.1
RES003915,74.86,Mexican,48,60.7,7.3
RES003916,82.18,Chinese,,87.4,8.9
RES003917,66.56,Thai,,33.5,4.0
RES003918,21.1,Indian,85,16.6,0.5
RES003919,41.8,Mediterranean,,14.5,3.7
RES003920,48.35,French,82,51.7,1.7
RES003921,98.58,Mediterranean,,62.7,9.2
RES003922,78.68,Mexican,,98.5,5.2
RES003923,65.65,Burger,,62.9,8.1
RES003924,64.68,French,60,72.3,7.0
RES003925,27.34,Brazilian,,59.8,8.8
RES003926,95.77,Mexican,,93.8,3.6
RES003927,25.09,Italian,14,77.8,5.0
RES003928,99.03,Italian,,66.8,6.2
RES003929,20.29,Mediterranean,27,40.0,4.1
RES003930,23.21,French,,39.7,0.0
RES003931,92.92,Mexican,,99.1,6.9
RES003932,70.41,Burger,31,16.4,2.0
RES003933,80.46,Italian,,25.5,8.4
RES003934,54.32,American,,62.8,8.5
RES003935,102.99,Italian,,83.6,0.3
RES003936,35.87,Japanese,,11.8,5.3
RES003937,39.11,Italian,84,43.9,8.8
RES003938,42.8,American,,50.1,0.7
RES003939,116.93,American,,19.3,1.4
RES003940,24.71,Mexican,79,88.5,8.8
RES003941,17.32,Mediterranean,92,72.6,2.5
RES003942,42.82,American,32,73.4,1.9
RES003943,45.49,Indian,62,19.0,1.3
RES003944,85.09,Mediterranean,74,6.0,0.0
RES003945,49.23,Burger,59,89.6,7.2
RES003946,63.33,Italian,45,83.3,6.0
RES003947,24.81,Thai,89,11.7,6.8
RES003948,86.51,Japanese,,69.4,4.0
RES003949,81.3,Thai,17,88.3,0.4
RES003950,55.2,French,77,59.7,5.1
RES003951,82.99,Mexican,,46.6,7.2
RES003952,24.84,American,58,13.7,4.0
RES003953,48.69,Mexican,96,13.7,9.0
RES003954,90.4,Italian,,35.2,1.7
RES003955,97.64,French,27,85.7,8.2
RES003956,19.15,Chinese,,8.2,2.0
RES003957,106.27,Mediterranean,79,43.2,2.9
RES003958,40.81,French,,66.7,2.6
RES003959,86.31,Burger,,97.6,2.3
RES003960,66.39,Thai,87,54.7,7.5
RES003961,18.8,American,68,56.5,2.1
RES003962,20.54,Thai,40,76.8,2.6
RES003963,36.79,Thai,69,73.7,7.3
RES003964,42.01,American,57,79.1,5.9
RES003965,64.3,Mexican,,5.7,0.7
RES003966,69.96,French,34,79.5,7.9
RES003967,63.85,Brazilian,,8.9,4.1
RES003968,38.29,French,,40.5,8.8
RES003969,76.1,Chinese,23,5.5,3.0
RES003970,51.04,Brazilian,,68.5,0.5
RES003971,96.91,Chinese,89,76.9,0.6
RES003972,54.18,Mediterranean,19,65.7,3.0
RES003973,97.05,Burger,89,77.7,4.8
RES003974,68.52,Mediterranean,,2.3,2.4
RES003975,64.62,Italian,,43.9,5.8
RES003976,39.59,Japanese,52,16.4,9.4
RES003977,82.74,Italian,,42.5,1.6
RES003978,82.46,Chinese,46,62.0,1.5
RES003979,85.67,Mexican,88,18.1,4.3
RES003980,91.75,American,,62.1,1.0
RES003981,54.45,American,46,15.8,3.3
RES003982,103.96,Pizza,47,89.7,7.5
RES003983,67.35,Italian,,46.1,7.7
RES003984,104.64,Japanese,57,21.9,1.0
RES003985,20.43,French,86,58.9,1.9
RES003986,66.86,Italian,46,51.2,3.9
RES003987,20.93,Mediterranean,,10.0,1.5
RES003988,61.53,Mexican,,95.5,5.9
RES003989,46.02,American,93,17.6,2.6
RES003990,76.92,Mediterranean,,77.7,8.7
RES003991,83.21,American,,59.7,8.5
RES003992,52.85,Mexican,71,9.7,0.9
RES003993,32.19,Pizza,37,35.9,0.5
RES003994,46.45,Mediterranean,69,82.6,7.1
RES003995,39.49,Mediterranean,,76.0,6.6
RES003996,21.44,Brazilian,,79.7,8.0
RES003997,48.67,Japanese,94,60.4,0.6
RES003998,89.07,French,46,86.5,5.2
RES003999,45.2,Chinese,77,37.8,8.1
RES004000,16.83,Chinese,,29.3,7.5
RES004001,70.36,Italian,,30.3,5.6
RES004002,49.28,Burger,52,11.9,2.3
RES004003,75.4,Mediterranean,44,36.7,7.6
RES004004,46.01,Mexican,86,59.0,9.9
RES004005,52.57,Brazilian,17,14.1,1.3
RES004006,53.34,Indian,,39.0,8.1
RES004007,37.21,Pizza,84,91.2,3.8
RES004008,62.95,American,25,7.4,6.6
RES004009,75.26,American,86,6.8,4.9
RES004010,39.73,Mediterranean,,23.9,0.1
RES004011,21.05,Japanese,73,75.6,4.8
RES004012,66.49,Mexican,,10.4,1.1
RES004013,111.83,Italian,,16.4,6.6
RES004014,39.67,Brazilian,13,4.1,7.8
RES004015,69.92,French,32,20.9,2.5
RES004016,36.84,Mediterranean,46,8.8,5.5
RES004017,18.16,Thai,92,53.5,7.0
RES004018,85.13,Chinese,41,77.7,7.5
RES004019,47.04,Burger,47,36.4,5.8
RES004020,77.3,Italian,80,31.8,1.5
RES004021,57.26,Brazilian,,32.6,2.1
RES004022,46.39,Brazilian,,53.8,0.2
RES004023,48.77,Indian,,12.1,5.1
RES004024,104.28,Japanese,87,21.0,8.3
RES004025,52.93,American,79,36.4,2.2
RES004026,81.61,Thai,92,58.2,4.9
RES004027,45.8,Indian,62,91.1,1.0
RES004028,88.44,Mexican,85,12.8,8.8
RES004029,85.33,Italian,,3.5,6.9
RES004030,55.21,Burger,39,70.9,3.9
RES004031,38.61,Italian,45,38.2,3.3
RES004032,45.8,French,84,1.8,6.7
RES004033,43.6,Mexican,31,73.9,9.0
RES004034,22.84,Burger,,93.2,2.8
RES004035,68.97,Indian,,28.3,8.0
RES004036,72.84,Pizza,74,46.9,2.3
RES004037,116.65,Mediterranean,33,13.6,3.3
RES004038,68.51,Chinese,87,66.3,1.6
RES004039,22.54,Indian,,52.7,0.8
RES004040,69.83,American,88,58.1,0.0
RES004041,63.84,Chinese,76,47.6,1.7
RES004042,83.11,Burger,24,71.8,0.1
RES004043,58.9,Italian,24,75.4,8.7
RES004044,20.9,Japanese,,37.7,6.7
RES004045,53.51,French,,47.3,9.1
RES004046,47.17,Indian,33,17.8,5.0
RES004047,103.32,French,,55.3,6.6
RES004048,45.91,French,11,0.6,3.7
RES004049,107.12,Mediterranean,35,53.2,2.6
RES004050,74.28,Indian,,14.4,2.7
RES004051,45.54,Italian,,28.1,4.1
RES004052,86.0,Japanese,,83.9,8.6
RES004053,45.16,American,54,70.0,5.5
RES004054,22.69,Mexican,65,70.1,0.6
RES004055,69.0,Italian,20,45.8,7.0
RES004056,50.42,American,,76.6,6.9
RES004057,61.76,Burger,35,42.8,4.8
RES004058,26.49,Japanese,,67.5,6.1
RES004059,72.24,Pizza,66,20.1,5.7
RES004060,60.31,Mexican,,65.9,1.6
RES004061,66.94,Burger,,82.3,2.9
RES004062,45.15,Burger,84,82.4,8.2
RES004063,23.0,Brazilian,,35.0,5.2
RES004064,22.37,Chinese,55,4.1,9.9
RES004065,52.55,Brazilian,,28.5,1.5
RES004066,94.02,American,83,23.1,2.6
RES004067,26.51,Indian,55,2.9,0.1
RES004068,60.26,Mediterranean,65,56.5,0.4
RES004069,59.01,Thai,88,70.4,3.0
RES004070,39.76,Pizza,55,82.5,4.5
RES004071,23.26,American,37,55.9,9.1
RES004072,19.68,Thai,58,65.8,1.5
RES004073,88.21,Burger,32,34.4,6.4
RES004074,73.38,Indian,,75.6,7.5
RES004075,112.4,Burger,,75.6,6.4
RES004076,91.9,French,89,13.3,7.0
RES004077,46.75,Japanese,,48.5,7.6
RES004078,42.0,Burger,,43.8,8.0
RES004079,30.55,Indian,43,63.5,5.3
RES004080,62.56,Japanese,,84.8,4.2
RES004081,44.54,Burger,,13.9,7.1
RES004082,74.57,French,92,86.5,9.8
RES004083,94.89,Brazilian,28,42.5,3.5
RES004084,54.62,Mediterranean,28,73.8,5.3
RES004085,18.29,Burger,81,93.8,7.2
RES004086,52.28,Mexican,,43.8,8.5
RES004087,18.54,Mediterranean,,37.9,6.1
RES004088,89.45,Indian,89,7.5,2.4
RES004089,94.07,Indian,50,90.9,1.6
RES004090,77.27,Mediterranean,14,67.3,6.1
RES004091,89.71,French,67,43.9,6.0
RES004092,73.61,Japanese,,21.7,4.9
RES004093,64.14,Mediterranean,,89.5,8.9
RES004094,20.17,Indian,18,72.7,4.2
RES004095,46.17,Brazilian,,15.2,5.5
RES004096,22.02,Japanese,82,87.9,5.9
RES004097,19.13,Indian,,40.3,7.1
RES004098,97.81,Chinese,,50.5,6.2
RES004099,45.17,Italian,,56.2,6.0
RES004100,22.84,French,,49.0,2.5
RES004101,70.42,French,92,65.3,5.3
RES004102,63.76,Italian,68,32.1,5.1
RES004103,47.87,Chinese,,46.6,0.9
RES004104,29.67,Chinese,40,96.2,2.9
RES004105,43.76,Indian,89,91.9,7.0
RES004106,53.81,Burger,,73.1,0.0
RES004107,63.94,Burger,,14.5,5.6
RES004108,101.83,Mexican,26,62.1,9.8
RES004109,83.17,Japanese,68,51.8,1.1
RES004110,48.1,Italian,13,16.2,3.5
RES004111,41.51,Italian,,17.4,4.9
RES004112,20.42,American,,58.5,4.2
RES004113,91.36,American,,87.0,4.8
RES004114,24.64,Japanese,89,92.3,5.4
RES004115,24.38,Italian,73,14.1,1.1
RES004116,87.05,Thai,65,73.1,0.2
RES004117,47.77,Japanese,59,87.1,2.4
RES004118,44.42,Indian,,82.7,6.7
RES004119,93.82,Mexican,51,54.3,9.8
RES004120,38.85,French,48,47.4,2.9
RES004121,89.48,Thai,21,56.3,7.6
RES004122,26.27,Chinese,34,33.4,1.0
RES004123,22.09,Indian,45,64.0,0.7
RES004124,51.82,Burger,,10.8,2.9
RES004125,103.79,Japanese,,86.2,10.0
RES004126,43.75,Mediterranean,63,9.5,8.1
RES004127,50.73,American,,89.7,8.2
RES004128,73.71,American,,85.7,9.8
RES004129,42.26,American,53,26.4,2.6
RES004130,27.38,French,,44.9,3.2
RES004131,68.01,Pizza,,5.2,4.4
RES004132,23.96,Chinese,71,53.4,2.5
RES004133,20.56,Mediterranean,46,77.2,6.8
RES004134,62.63,Mediterranean,18,44.8,0.8
RES004135,45.42,Brazilian,,45.7,0.3
RES004136,18.23,American,,45.2,4.8
RES004137,26.47,Pizza,,73.6,6.2
RES004138,55.73,Pizza,12,64.7,9.6
RES004139,21.59,Mexican,82,84.0,2.7
RES004140,99.3,Mediterranean,,86.4,1.1
RES004141,61.25,Indian,51,77.5,1.1
RES004142,81.58,Pizza,,32.8,4.2
RES004143,77.71,Pizza,,75.5,2.7
RES004144,60.22,Italian,75,25.6,5.8
RES004145,80.2,Chinese,75,84.3,6.3
RES004146,16.32,Indian,,72.8,1.7
RES004147,91.04,American,95,7.7,1.6
RES004148,67.76,Brazilian,,8.2,3.5
RES004149,44.61,Chinese,96,25.3,5.4
RES004150,40.05,Indian,,10.5,4.6
RES004151,101.0,Burger,,11.0,6.1
RES004152,46.5,Indian,59,72.2,6.5
RES004153,70.23,Thai,30,4.0,1.3
RES004154,66.33,Chinese,61,29.9,7.2
RES004155,20.71,Japanese,,9.1,8.2
RES004156,21.57,Chinese,57,47.1,3.6
RES004157,92.52,Chinese,,65.1,0.6
RES004158,55.17,Mexican,,77.9,8.2
RES004159,19.39,American,63,25.7,8.0
RES004160,23.36,Chinese,54,39.5,9.1
RES004161,31.91,Italian,,19.9,5.9
RES004162,47.28,Italian,,1.0,9.9
RES004163,73.15,American,14,38.3,1.2
RES004164,49.45,Pizza,,42.7,5.9
RES004165,29.7,Brazilian,,15.1,1.4
RES004166,101.04,Burger,20,1.5,8.4
RES004167,61.27,Mexican,32,35.5,3.6
RES004168,41.16,Mexican,16,18.2,7.1
RES004169,18.32,American,,87.3,4.2
RES004170,100.27,Brazilian,,83.1,3.4
RES004171,24.27,Burger,,66.8,4.9
RES004172,52.03,Italian,,71.9,0.4
RES004173,21.76,French,42,72.0,5.3
RES004174,35.47,French,,7.4,5.4
RES004175,104.23,Indian,,17.7,9.4
RES004176,75.89,French,,61.4,8.8
RES004177,76.01,Mediterranean,,2.6,6.1
RES004178,20.89,Burger,47,99.0,7.8
RES004179,113.53,Mediterranean,83,28.2,7.4
RES004180,64.2,Indian,,55.1,8.1
RES004181,31.82,Brazilian,52,68.1,3.9
RES004182,25.37,Mediterranean,,3.4,8.7
RES004183,24.34,Thai,61,84.0,3.3
RES004184,72.88,American,65,39.7,7.7
RES004185,54.84,Thai,30,79.8,0.8
RES004186,70.45,Thai,,82.6,1.8
RES004187,89.43,Italian,80,99.4,9.5
RES004188,77.6,Pizza,84,22.1,9.7
RES004189,80.18,Mediterranean,36,82.7,7.1
RES004190,76.82,Brazilian,17,18.6,6.1
RES004191,66.09,French,,67.9,8.2
RES004192,60.5,American,,94.9,8.0
RES004193,87.52,Pizza,34,46.9,5.2
RES004194,68.82,Pizza,52,48.3,1.4
RES004195,98.27,Indian,,64.7,8.5
RES004196,25.61,Pizza,,9.5,6.3
RES004197,28.45,French,86,89.8,7.3
RES004198,87.61,French,30,51.3,8.1
RES004199,20.61,Brazilian,,15.1,5.3
RES004200,85.97,Mexican,,76.7,7.9
RES004201,71.02,Mexican,,99.1,7.0
RES004202,16.42,Thai,44,9.9,1.6
RES004203,36.77,Thai,,30.9,8.0
RES004204,83.05,American,33,38.4,6.9
RES004205,86.58,Pizza,87,93.4,8.1
RES004206,31.18,Thai,,10.0,8.1
RES004207,89.93,Japanese,45,17.0,8.9
RES004208,97.36,Mediterranean,,91.9,2.5
RES004209,35.41,Mediterranean,71,70.1,2.6
RES004210,79.15,Pizza,79,36.9,4.7
RES004211,72.2,Indian,33,65.8,8.6
RES004212,41.63,Mexican,,73.8,1.0
RES004213,39.43,Chinese,79,83.6,8.6
RES004214,88.95,Italian,35,5.7,0.9
RES004215,35.95,Thai,,1.0,7.8
RES004216,59.37,Burger,33,54.5,3.2
RES004217,24.43,French,82,81.7,9.4
RES004218,47.83,French,91,82.6,4.7
RES004219,48.47,Indian,24,34.4,9.0
RES004220,95.21,American,25,96.6,3.8
RES004221,88.0,Indian,,40.7,8.9
RES004222,50.44,Pizza,,47.7,2.5
RES004223,82.05,Thai,63,28.1,1.6
RES004224,71.75,Mexican,40,82.4,5.4
RES004225,25.53,Chinese,24,72.1,9.7
RES004226,71.21,Chinese,81,55.8,0.0
RES004227,80.1,Indian,,38.5,7.6
RES004228,47.4,Chinese,,34.7,6.6
RES004229,24.64,Brazilian,67,71.8,0.1
RES004230,49.84,Indian,80,91.7,9.5
